Unit,Unit Name,ID,Text,Comment
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_ProductFormat,Produkt: {0},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_StatusMessage,"Verwenden Sie die Produkt-, Dokumentations- und Supportlinks unten für diesen Client.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_Title,Hilfe / Info,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_UnknownVersion,unbekannt,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_VersionFormat,Aktuelle Version: {0},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Help_WindowTitleFormat,Fenstertitel: {0},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_ApplyButton,Sprache anwenden,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_ClientLanguageHeader,Client-Sprache,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_CurrentSelectionFormat,Ausgewählte Sprache: {0} | Aktuelle UI-Kultur: {1},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_DisplayLanguageTitle,Anzeigesprache,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_IntroFormat,Wählen Sie die Anzeigesprache für diesen {0}-Client.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_InvariantCulture,invariant,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_ResourceCoverageText,"Dieser Client enthält Sprachressourcen für Konfigurationsbeschriftungen, Optionstexte und gemeinsame Lade-/Speichermeldungen in Englisch, Deutsch, Spanisch, Französisch, Italienisch, Portugiesisch, Estnisch und Japanisch. Der Systemstandard folgt den Windows-Spracheinstellungen.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_ResourceCoverageTitle,Sprachressourcen,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartDialogContentFormat,"Der Client muss neu gestartet werden, bevor alle Beschriftungen und Meldungen {0} verwenden. Jetzt neu starten?",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartDialogLater,Später,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartDialogRestartNow,Jetzt neu starten,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartDialogTitle,Client jetzt neu starten?,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartFailedFormat,"Sprache wurde gespeichert, aber der automatische Neustart ist fehlgeschlagen: {0}",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartFailedNoProcessPath,"Sprache wurde gespeichert, aber der Client konnte den ausführbaren Pfad für den automatischen Neustart nicht bestimmen.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_RestartRequiredText,"Starten Sie den Client nach einer Sprachänderung neu, damit Beschriftungen und Meldungen konsistent neu geladen werden.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_SelectedFormat,Ausgewählte Sprache: {0}. {1},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_SelectedLanguageFormat,Ausgewählte Sprache: {0},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_SelectedSystemDefault,Ausgewählte Sprache: Systemstandard,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_StatusLanguageRestartFormat,"Sprache auf {0} gesetzt. Starten Sie den Client neu, um die Sprachressourcen neu zu laden.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_StatusLoaded,Sprachauswahl wurde geladen.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_StatusSystemDefaultRestart,"Die Sprache wurde auf den Windows-Systemstandard zurückgesetzt. Starten Sie den Client neu, um die Sprachressourcen neu zu laden.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_SystemDefault,Systemstandard,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,Language_Title,Sprache,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_Expired,Lizenzdatei abgelaufen.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_FileLicensed,Lizenzdatei lizenziert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_FileLicensedFor,Lizenzdatei lizenziert für %LICENSEE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_FileTrial,Lizenzdatei-Testversion konfiguriert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_FileTrialWithDays,"Lizenzdatei-Testversion, verbleibende Tage: %DAYSLEFT%.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_FreeNoLicense,Kostenlose Version / keine Lizenz konfiguriert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_InvalidFile,Keine gültige Lizenzdatei konfiguriert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_Licensed,Lizenziert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_LicensedFor,Lizenziert für %LICENSEE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_MissingFile,Lizenzdatei fehlt.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_NoBlock,Kein Lizenzblock geladen.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_NoLicense,Keine Lizenz konfiguriert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_ReleaseTrial,Release-Testversion.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_ReleaseTrialExpired,Release-Testversion abgelaufen.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_ReleaseTrialWithDays,"Release-Testversion, verbleibende Tage: %DAYSLEFT%.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_TrialVersion,Testversion.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseStatus_TrialVersionWithDays,"Testversion, verbleibende Tage: %DAYSLEFT%.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_ChooseFile,Wählen Sie eine Lizenzdatei (.alic) aus.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_ClientLimit,Client-Limit: %VALUE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_Edition,Edition: %VALUE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_Expires,Gültig bis: %VALUE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_FileMissing,Die ausgewählte Lizenzdatei ist nicht vorhanden: %PATH%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_Licensee,Lizenznehmer: %VALUE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_Product,Produkt: %VALUE%.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_ProductNotApplicable,Die Lizenzdatei ist für diese %PRODUCT%-Installation nicht gültig.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_ServiceVersionMismatch,"Die Lizenzdatei gilt für Version %LICENSEVERSION%, der installierte Dienst meldet jedoch Version %SERVICEVERSION%.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_UnsupportedEdition,Die Lizenzdatei enthält eine nicht unterstützte Edition.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_Verified,Die Signaturen der Lizenzdatei wurden verifiziert.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,LicenseValidation_VerifierMissing,Der OpenSSL-Prüfer 3.5.6+ wurde nicht gefunden.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_AdvancedNote,"Verwenden Sie diesen Bereich für Expertenabläufe und produktspezifische Einstellungen, die nicht in den Hauptkonfigurationsworkflow gehören.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_AdvancedStatus,Erweitert ist für produktspezifische Experteneinstellungen verfügbar.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_AdvancedTitle,Erweitert,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_AdvancedWinSyslogNote,WinSyslog keeps Post Process Apps in the Configuration Console for Japanese builds.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_CountsFormat,Allgemeine Blöcke: {0} | Dienste: {1} | Regelgruppen: {2},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_LinksNote,"Verwenden Sie diese Produkt-, Dokumentations-, Support- und Diagnoselinks für diesen Client.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_LinksTitle,Links und Nachverfolgung,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_LiveConfigurationContextTitle,Live-Konfigurationskontext,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_ServiceStateFormat,Dienst: {0} | Status: {1},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_SourceFormat,Quelle: {0},NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_ToolsNote,"Diagnosen bleiben im aktiven Konfigurationssnapshot verankert, damit Supportarbeit mit demselben Leser und Dienststatus beginnt, der an anderer Stelle in der Shell angezeigt wird.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_ToolsStatus,Werkzeuge zeigen produktspezifische Dokumentation und Live-Konfigurationskontext.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ProductSection_ToolsTitle,Werkzeuge,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonKillProcess,Kill service process,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonOpenServices,Open Windows Services,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonRefresh,Refresh,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonRestart,Restart,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonStart,Start,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_ButtonStop,Stop,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledAccessDenied,Administrator rights are needed to query or control the background service.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledControlUnavailable,"Windows cannot send service control commands right now. Wait, check Windows Services, or kill the service process if it is still running.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledNotInstalled,The Windows service is not installed.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledNotLoaded,Service state has not been loaded yet.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledPaused,Service is paused while reloading configuration. Stop and Restart are disabled until reload completes.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledPausing,Service is pausing. Wait for Windows to finish the transition.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledProcessMismatch,The service process is running without clean Windows service control. Use Kill service process or check Windows Services.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledResuming,Service is resuming. Wait for Windows to finish the transition.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledStarting,Service is starting. Wait for Windows to finish the transition.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledStopping,Service is stopping. Wait for Windows to finish the transition.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledUnavailable,Windows service state is unavailable. Check Windows Services.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_DisabledUnknown,Service state is unknown. Refresh runtime state or check Windows Services.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_RecoveryAccessDenied,Restart as administrator to control the background service.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_RecoveryPending,"If this state remains for a long time, open Windows Services to compare the SCM state.",NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_RecoveryProcessRunning,A matching service process is still running. Kill service process is available as a recovery action after confirmation.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateAccessDenied,Cannot query service (access denied),NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateControlUnavailable,Control unavailable,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateNotInstalled,Not installed,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StatePaused,Paused (Reloading),NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StatePausing,Pausing,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateProcessMismatch,Process running without service,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateResuming,Resuming,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateRunning,Running,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateStarting,Starting,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateStopped,Stopped,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateStopping,Stopping,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateUnavailable,Unavailable,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_StateUnknown,Unknown,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_Summary,Start and restart save pending configuration changes before running the service. Stop refreshes the shared runtime state without forcing a save first.,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
RSyslogConfigClient.WinUI/Strings/Resources,RSyslogConfigClient.WinUI Resources,ServiceRuntime_Title,Windows service,NG .resw source; locale=de-DE; revision=887366d263754e501eac3724e01d30b67a1047fa
